14545,8.76796709708800e13
7610,8.92617714693120e13
5842,8.92975631288320e13
6422,8.89231005286400e13
7389,8.91319942773760e13
14655,8.82043531755520e13
12210,8.86641353118720e13
896,8.78507268787200e13
55,8.96924799784960e13
8793,8.87190389258240e13
708,8.90875381632000e13
8577,8.87829504614400e13
12458,8.87996103224320e13
7623,8.89549466506240e13
17,8.92468733905920e13
7607,8.92403226439680e13
11419,8.87243154150400e13
1062,8.89157477524480e13
2839,8.85553472686080e13
4009,8.86793392727040e13
12747,8.90383190108160e13
2778,8.83658648826880e13
7489,8.89694024893440e13
835,8.89430129300480e13
3697,8.86547448960000e13
8298,8.88124081786880e13
1235,8.89160902292480e13
4247,8.86019198182400e13
13960,8.87499696737280e13
12790,8.88125602529280e13
13124,8.80814252861440e13
14967,8.88654825221120e13
1272,8.92003278192640e13
27,8.94755668746240e13
12603,8.82213883980800e13
6241,8.91797418362880e13
4225,8.87927684992000e13
4522,8.87750949872640e13
4372,8.69078714316800e13
5535,8.91535755540480e13
4674,8.90342607447040e13
7850,8.88845977446400e13
12061,8.80708905297920e13
546,8.84996894617600e13
7741,8.87846240061440e13
13884,8.89853520363520e13
7628,8.91024757452800e13
4091,8.85032195824640e13
5685,8.83832601815040e13
2040,8.86522792335360e13
14261,9.08237861913600e13
5924,8.68356966773760e13
7470,8.93870948121600e13
12138,8.86640493537280e13
7384,8.94538875212800e13
8834,8.88329163243520e13
101,8.89189735388160e13
12956,9.12976817920000e13
6331,8.90241116835840e13
13731,8.84256567265280e13
3759,8.85461465103360e13
14504,8.72683416238080e13
11021,8.91779166028800e13
13611,8.85404374917120e13
547,8.84086765393920e13
3409,9.05840857856000e13
11903,8.98233234155520e13
5406,8.96287556771840e13
6169,8.88253473597440e13
10012,8.90271691514880e13
2456,8.94117972874240e13
10841,9.00018154900480e13
12474,8.88740397808640e13
8657,8.87775433390080e13
13215,8.86322184519680e13
2458,8.93545581137920e13
7263,8.87118581678080e13
11597,8.87117020165120e13
8003,8.86740682071040e13
10882,8.97756940753920e13
14589,8.76921403023360e13
14397,8.89488918850560e13
8085,8.88638846218240e13
14700,8.85241745111040e13
9216,8.96761548395520e13
11007,8.92889297162240e13
11465,8.88398402401280e13
849,8.82092421299200e13
559,8.85236891228160e13
11973,8.91864675430400e13
13840,8.88827782584320e13
6867,8.83600955356160e13
13741,8.88384302556160e13
10045,8.91488049909760e13
3608,8.87837655260160e13
886,8.75985201013760e13
8363,8.89218089610240e13
2386,8.85862257233920e13
1456,8.90642384138240e13
6977,8.92658338734080e13
13627,8.84933203466240e13
8504,8.85825730688000e13
3553,8.85948143600640e13
553,8.85224291840000e13
14034,8.92312989731840e13
14227,8.92086762465280e13
2722,8.78400996710400e13
5472,8.82735335408640e13
