14545,-2.01499998001846e19
7610,-2.04261773497730e19
5842,-2.04461972273254e19
6422,-2.02362830981718e19
7389,-2.03156202976506e19
14655,-2.01424664459179e19
12210,-2.04624787648037e19
896,-2.01706164610191e19
55,-2.03996699493167e19
8793,-2.01931069196342e19
708,-2.04357703484961e19
8577,-2.02034542870583e19
12458,-2.04033412151119e19
7623,-2.03668321042667e19
17,-2.02697910583792e19
7607,-2.03362457355739e19
11419,-2.01805955458537e19
1062,-2.03168589747420e19
2839,-2.02090588002201e19
4009,-2.02169867510033e19
12747,-2.04137721969357e19
2778,-2.01743892477566e19
7489,-2.02889671456750e19
835,-2.04165738152956e19
3697,-2.01939904278803e19
8298,-2.02010556631378e19
1235,-2.02301965326922e19
4247,-2.01574436007220e19
13960,-2.03525661923444e19
12790,-2.03088251608648e19
13124,-2.01132128779147e19
14967,-2.03104759694788e19
1272,-2.03275654507999e19
27,-2.03210442654263e19
12603,-2.02221731602958e19
6241,-2.03346013488512e19
4225,-2.02480234325094e19
4522,-2.02692265329937e19
4372,-1.98917158412343e19
5535,-2.03716361878805e19
4674,-2.02675722702032e19
7850,-2.03142258052962e19
12061,-2.04557484590443e19
546,-2.03066234957759e19
7741,-2.02183840521595e19
13884,-2.03539911924649e19
7628,-2.04145280426484e19
4091,-2.01028683155148e19
5685,-2.02451447195419e19
2040,-2.01979142023049e19
14261,-2.05847810590734e19
5924,-2.00601205606078e19
7470,-2.04293122437375e19
12138,-2.04475941183971e19
7384,-2.03826142052825e19
8834,-2.02585319296105e19
101,-2.03220617493249e19
12956,-2.05695146700894e19
6331,-2.02580812268080e19
13731,-2.01959708239686e19
3759,-2.02229784016317e19
14504,-1.99917040667309e19
11021,-2.04003149904590e19
13611,-2.02987901248224e19
547,-2.03127905179671e19
3409,-2.04451849589439e19
11903,-2.07537505807962e19
5406,-2.04818006360071e19
6169,-2.02578039927358e19
10012,-2.02366230208057e19
2456,-2.02145335824203e19
10841,-2.08050371281573e19
12474,-2.03871513219086e19
8657,-2.01870556234214e19
13215,-2.02275792248134e19
2458,-2.02333035209195e19
7263,-2.02533838829369e19
11597,-2.02109858303388e19
8003,-2.02717913689397e19
10882,-2.07039739981486e19
14589,-2.00754440732513e19
14397,-2.03528013736757e19
8085,-2.02661182785949e19
14700,-2.02134631447686e19
9216,-2.03553228500053e19
11007,-2.03934060572901e19
11465,-2.01984198283785e19
849,-2.03081672447314e19
559,-2.02915950039604e19
11973,-2.05526565606819e19
13840,-2.03269756210227e19
6867,-2.02057128092474e19
13741,-2.03690263979114e19
10045,-2.02542898689188e19
3608,-2.01907303663363e19
886,-2.01833333754818e19
8363,-2.02942608246805e19
2386,-2.00604983702256e19
1456,-2.02371396268349e19
6977,-2.02559272128119e19
13627,-2.02266422878062e19
8504,-2.01474379920764e19
3553,-2.01797590142398e19
553,-2.03011329285084e19
14034,-2.04229967863569e19
14227,-2.03808581266473e19
2722,-2.01656235498437e19
5472,-2.02608336668700e19
8113,-2.03383994873777e19
5615,-2.02898231157214e19
12195,-2.04379002692992e19
3432,-2.03255877833405e19
7256,-2.02069248880082e19
3922,-2.02308600694380e19
12628,-2.03131476165433e19
14300,-2.05528789865585e19
7194,-2.02083425573563e19
5986,-2.00068940127511e19
11495,-2.02864042302102e19
3812,-2.02161763898550e19
1917,-2.03024221098019e19
14185,-2.03237268732416e19
7107,-2.02522937278211e19
4108,-2.01373209948131e19
11395,-2.03039183947769e19
7613,-2.04371970634778e19
3688,-2.02294505360015e19
13746,-2.03504848730968e19
13243,-2.01993935517595e19
7951,-2.01848449615368e19
4391,-1.99820111497322e19
6884,-2.01494438165178e19
4823,-2.03660515748513e19
8954,-2.02119170940102e19
4111,-2.02190287438233e19
8874,-2.02779411974472e19
8915,-2.02147657404607e19
6495,-2.02417994886892e19
2525,-2.02336765589276e19
4509,-2.03152294432866e19
5645,-2.03997585863557e19
13222,-2.02128861471056e19
7445,-2.04210255704291e19
5289,-2.04825799133689e19
9759,-2.02428891739621e19
5722,-2.02756608133359e19
11405,-2.01897613746504e19
13579,-2.03378663446574e19
4394,-1.99500714634728e19
13155,-2.02762871629007e19
1158,-2.03515260165638e19
13456,-2.03800621639639e19
12866,-2.02576835342109e19
1793,-2.02429673936189e19
6074,-2.02412162525770e19
3088,-2.02770545912003e19
8964,-2.01638968617407e19
10532,-2.03129629814023e19
2036,-2.02574756939884e19
63,-2.03401941545959e19
5997,-1.98825516342893e19
9023,-2.00318823339407e19
10575,-2.03855502372470e19
3145,-2.02473241475999e19
8997,-2.01970919995587e19
11484,-2.04126860482807e19
7257,-2.01914644192853e19
5179,-2.03315710454681e19
563,-2.03809564856831e19
6436,-2.02300112477370e19
2950,-2.02943032898872e19
10881,-2.07047934577305e19
10230,-2.01717402568376e19
8276,-2.03641978046614e19
12780,-2.03437999806248e19
5911,-2.01383760523128e19
12052,-2.04806353265290e19
1741,-2.02554529743078e19
4227,-2.02377071232655e19
13267,-2.02001523022282e19
12978,-2.03996624812179e19
14885,-2.02600750066985e19
5257,-2.05927518554063e19
13304,-2.03830377502009e19
5151,-2.03322286656670e19
6480,-2.03338186115856e19
12521,-2.02431319643541e19
1267,-2.03452343219877e19
13469,-2.02670531012316e19
7070,-2.01662461793410e19
2282,-2.04179236895529e19
11637,-2.02719010114734e19
11324,-2.05014010201241e19
1273,-2.03304352367821e19
3392,-2.04557621468696e19
3574,-2.02113059630860e19
945,-2.01012539780252e19
10906,-2.05534449109714e19
6202,-2.01669742786960e19
4000,-2.01552713760563e19
5893,-2.03239935224794e19
7676,-2.02251276639627e19
